***SESSION HEADER***
{
  "Participant": "testdkdesktop",
  "Timestamp": "12-34-34-25-08-2020"
}
---SESSION HEADER---
Time;Position;Rotation.X;Rotation.Y;FPS;Input;
45284.0063;(-35.2176, 2.6340, 78.4948);61.4720;20.2303;60.1154;;
45284.0568;(-35.0066, 2.6340, 78.6092);61.5726;20.0382;60.0117;;
45284.1063;(-34.8660, 2.6340, 78.6855);61.5161;19.8549;60.1833;;
45284.1563;(-34.6550, 2.6340, 78.8000);61.4676;19.7275;59.9975;;
45284.2063;(-34.5145, 2.6340, 78.8765);61.3979;19.6102;60.0424;;
45284.2571;(-34.3039, 2.6340, 78.9916);61.2172;19.4673;59.9778;;
45284.3063;(-34.1638, 2.6340, 79.0688);61.0206;19.3496;60.0766;;
45284.3573;(-33.9540, 2.6340, 79.1854);60.8122;19.2502;60.0470;;
45284.4073;(-33.8145, 2.6340, 79.2638);60.4642;19.1442;59.8471;;
45284.4567;(-33.6060, 2.6340, 79.3825);60.0873;19.0616;60.0226;;
45284.5063;(-33.4675, 2.6340, 79.4628);59.7375;18.9991;60.1483;;
45284.5568;(-33.2604, 2.6340, 79.5840);59.4842;18.9678;59.9709;;
45284.6066;(-33.1228, 2.6340, 79.6656);59.1525;19.0718;60.0042;;
45284.6586;(-32.9170, 2.6340, 79.7478);58.8092;19.2497;59.9861;;
45284.7071;(-32.7803, 2.6340, 79.7479);58.5461;19.4137;60.0692;;
45284.7571;(-32.5741, 2.6340, 79.7507);58.3775;19.5452;59.9728;;
45284.8061;(-32.4265, 2.8854, 79.7739);58.2754;19.6244;60.1627;;
45284.8561;(-32.1884, 2.9139, 79.7800);58.1752;19.7299;60.0581;;
45284.9066;(-32.0301, 2.9359, 79.7856);57.7480;20.0503;59.9571;;
45284.9561;(-31.7937, 2.9745, 79.7971);56.7176;20.7041;60.0479;;
45285.0061;(-31.7937, 2.9745, 79.7971);55.5603;21.3440;59.9536;;
45285.0561;(-31.7937, 2.9745, 79.7971);54.7390;21.7918;60.1585;;
45285.1051;(-31.7937, 2.9745, 79.7971);54.2263;22.0690;60.1077;;
45285.1559;(-31.7937, 2.9745, 79.7971);53.7095;22.3600;59.9637;;
45285.2060;(-31.7937, 2.9745, 79.7971);52.6181;22.9175;60.0220;;
45285.2563;(-31.7937, 2.9745, 79.7971);50.9702;23.9191;59.9179;;
45285.3060;(-31.7937, 2.9745, 79.7971);49.5972;24.8463;60.0870;;
45285.3563;(-31.7937, 2.9745, 79.7971);48.4642;25.6737;60.0220;;
45285.4056;(-31.7937, 2.9745, 79.7971);47.3553;26.4713;60.0877;;
45285.4560;(-31.7937, 2.9745, 79.7971);44.7132;27.7067;59.9696;;
45285.5050;(-31.7937, 2.9745, 79.7971);39.4047;29.0891;60.0946;;
45285.5558;(-31.7937, 2.9745, 79.7971);30.9967;30.4285;60.1194;;
45285.6053;(-31.7937, 2.9745, 79.7971);21.4471;32.0305;60.1066;;
45285.6549;(-31.7937, 2.9745, 79.7971);11.7235;33.6288;60.0650;;
45285.7052;(-31.7937, 2.9745, 79.7971);2.2073;35.2134;60.0909;;
45285.7550;(-31.7937, 2.9745, 79.7971);353.2597;37.0245;60.0713;;
45285.8046;(-31.7937, 2.9745, 79.7971);345.6152;38.4123;60.0874;;
45285.8548;(-31.7937, 2.9745, 79.7971);340.2060;39.4026;60.0937;;
45285.9053;(-31.7937, 2.9745, 79.7971);336.6528;40.3243;60.0140;;
45285.9553;(-31.7937, 2.9745, 79.7971);334.4881;40.9995;60.1197;;
45286.0048;(-31.7937, 2.9745, 79.7971);333.1453;41.4051;60.0910;;
45286.0555;(-31.7937, 2.9745, 79.7971);332.3197;41.6467;60.0203;;
45286.1054;(-31.7937, 2.9745, 79.7971);331.8141;41.7899;59.9813;;
45286.1551;(-31.7937, 2.9745, 79.7971);331.4871;41.8181;59.8669;;
45286.2048;(-31.7937, 2.9745, 79.7971);330.4344;41.5470;59.9759;;
45286.2547;(-31.7937, 2.9745, 79.7971);327.6440;40.9405;60.0193;;
45286.3051;(-31.7937, 2.9745, 79.7971);324.4508;40.1595;60.0200;;
45286.3552;(-31.7937, 2.9745, 79.7971);321.9866;39.3346;60.0977;;
45286.4048;(-31.7937, 2.9745, 79.7971);320.4159;38.7594;60.1062;;
45286.4385;(-31.8688, 2.9995, 79.8057);320.0403;38.6244;60.1089;w;
45286.4557;(-31.9429, 3.0261, 79.8160);319.4392;38.3911;60.0225;;
45286.5049;(-32.0883, 3.0839, 79.8426);318.7470;38.0041;59.9732;;
45286.5552;(-32.2973, 3.1802, 79.9015);318.2901;37.5456;60.0136;;
45286.6057;(-32.4297, 3.2473, 79.9560);318.0290;37.0513;59.9584;;
45286.6554;(-32.6180, 3.3441, 80.0644);317.9203;36.5393;60.0260;;
45286.7057;(-32.7361, 3.4012, 80.1528);317.7525;36.0610;60.0670;;
45286.7556;(-32.9071, 3.4735, 80.3037);317.5476;35.7038;60.1182;;
45286.8051;(-32.9640, 3.4968, 80.3546);317.3627;35.4179;60.0447;;
45286.8556;(-32.9640, 3.4968, 80.3546);317.1505;35.0336;59.9816;;
45286.9046;(-32.9640, 3.4968, 80.3546);316.8390;34.5556;60.0689;;
45286.9554;(-32.9640, 3.4968, 80.3546);316.3978;34.0334;59.9858;;
45287.0050;(-32.9640, 3.4968, 80.3546);315.8754;33.5745;60.0612;;
45287.0554;(-32.9640, 3.4968, 80.3546);315.2291;33.3126;60.0594;;
45287.1050;(-32.9640, 3.4968, 80.3546);314.2478;33.3566;59.9719;;
45287.1548;(-32.9640, 3.4968, 80.3546);312.8392;33.4123;60.0274;;
45287.2049;(-32.9640, 3.4968, 80.3546);311.3885;33.1176;60.0855;;
45287.2544;(-32.9640, 3.4968, 80.3546);310.2556;32.5859;60.0459;;
45287.3055;(-32.9640, 3.4968, 80.3546);309.3219;31.9537;60.0092;;
45287.3548;(-32.9640, 3.4968, 80.3546);308.4816;31.3144;60.0054;;
45287.4048;(-32.9640, 3.4968, 80.3546);307.7070;30.7102;59.9706;;
45287.4553;(-32.9640, 3.4968, 80.3546);307.1390;30.2337;59.9632;;
45287.5045;(-32.9640, 3.4968, 80.3546);306.7034;29.7946;60.0575;;
45287.5548;(-32.9640, 3.4968, 80.3546);306.3968;29.3360;60.0162;;
45287.6048;(-32.9640, 3.4968, 80.3546);306.2101;28.9404;60.1250;;
45287.6547;(-32.9640, 3.4968, 80.3546);306.0945;28.6682;60.1045;;
45287.7056;(-32.9640, 3.4968, 80.3546);306.0232;28.4827;59.9931;;
45287.7548;(-32.9640, 3.4968, 80.3546);305.9800;28.3720;60.1149;;
45287.8053;(-32.9640, 3.4968, 80.3546);305.9530;28.3037;59.9450;;
45287.8553;(-32.9640, 3.4968, 80.3546);305.9366;28.2629;59.9702;;
45287.9043;(-32.9640, 3.4968, 80.3546);305.9266;28.2382;60.0531;;
45287.9548;(-32.9640, 3.4968, 80.3546);305.9204;28.2232;60.0274;;
45288.0045;(-32.9640, 3.4968, 80.3546);305.9092;28.2293;60.0830;;
45288.0542;(-32.9640, 3.4968, 80.3546);305.8710;28.2715;60.0207;;
45288.1048;(-32.9640, 3.4968, 80.3546);305.7688;28.3678;59.9435;;
45288.1553;(-32.9640, 3.4968, 80.3546);305.3632;28.7658;59.9693;;
45288.2047;(-32.9640, 3.4968, 80.3546);304.4830;29.6528;59.9876;;
45288.2547;(-32.9640, 3.4968, 80.3546);303.3946;30.6863;60.0108;;
45288.3043;(-32.9640, 3.4968, 80.3546);302.4676;31.5342;60.0332;;
45288.3547;(-32.9640, 3.4968, 80.3546);301.5569;32.3777;59.9655;;
45288.4049;(-32.9640, 3.4968, 80.3546);300.7217;33.2115;60.0061;;
45288.4552;(-32.9640, 3.4968, 80.3546);299.9878;33.9420;59.9781;;
45288.5045;(-32.9640, 3.4968, 80.3546);299.2877;34.6102;60.0763;;
45288.5549;(-32.9640, 3.4968, 80.3546);298.3747;35.3030;59.9515;;
45288.6051;(-32.9640, 3.4968, 80.3546);297.0676;36.0323;60.0289;;
45288.6551;(-32.9640, 3.4968, 80.3546);295.4088;36.8054;59.9898;;
45288.7054;(-32.9640, 3.4968, 80.3546);293.5090;37.5555;60.0119;;
45288.7552;(-32.9640, 3.4968, 80.3546);291.7449;38.2852;59.9580;;
45288.8049;(-32.9640, 3.4968, 80.3546);290.2171;38.9592;60.0558;;
45288.8550;(-32.9640, 3.4968, 80.3546);288.9783;39.4828;59.9531;;
45288.9044;(-32.9640, 3.4968, 80.3546);287.6512;39.9431;60.0101;;
45288.9551;(-32.9640, 3.4968, 80.3546);286.2029;40.3003;59.9692;;
45289.0053;(-32.9640, 3.4968, 80.3546);284.9876;40.6062;59.9452;;
45289.0541;(-32.9640, 3.4968, 80.3546);284.1273;40.8241;60.1186;;
45289.1046;(-32.9640, 3.4968, 80.3546);283.5401;40.9877;59.9455;;
45289.1540;(-32.9640, 3.4968, 80.3546);283.0607;41.1533;60.1032;;
45289.2040;(-32.9640, 3.4968, 80.3546);282.7515;41.2533;60.0529;;
45289.2547;(-32.9640, 3.4968, 80.3546);282.5621;41.3126;60.0359;;
45289.3042;(-32.9640, 3.4968, 80.3546);282.4459;41.3480;60.0468;;
45289.3545;(-32.9640, 3.4968, 80.3546);282.3742;41.3837;59.9942;;
45289.4048;(-32.9640, 3.4968, 80.3546);282.5079;41.9633;59.9194;;
45289.4550;(-32.9640, 3.4968, 80.3546);283.1092;43.7037;59.9482;;
45289.5050;(-32.9640, 3.4968, 80.3546);283.9014;46.0013;59.8914;;
45289.5548;(-32.9640, 3.4968, 80.3546);284.8467;48.3536;60.0097;;
45289.6049;(-32.9640, 3.4968, 80.3546);285.9841;50.4215;59.8801;;
45289.6549;(-32.9640, 3.4968, 80.3546);287.3260;52.0805;60.0197;;
45289.7046;(-32.9640, 3.4968, 80.3546);288.3773;53.1668;60.1571;;
45289.7549;(-32.9640, 3.4968, 80.3546);289.1192;53.7893;60.0248;;
45289.8049;(-32.9640, 3.4968, 80.3546);289.6909;54.1000;60.0409;;
45289.8549;(-32.9640, 3.4968, 80.3546);290.0728;54.2593;60.0021;;
45289.9044;(-32.9640, 3.4968, 80.3546);290.3186;54.3306;59.9958;;
45289.9548;(-32.9640, 3.4968, 80.3546);290.5109;54.3153;59.9586;;
45290.0048;(-32.9640, 3.4968, 80.3546);290.8380;54.2078;59.9838;;
45290.0539;(-32.9640, 3.4968, 80.3546);291.5201;54.1210;60.0234;;
45290.1049;(-32.9640, 3.4968, 80.3546);292.7173;54.0660;59.9846;;
45290.1548;(-32.9640, 3.4968, 80.3546);294.3331;54.0636;59.9510;;
45290.2048;(-32.9640, 3.4968, 80.3546);296.2644;53.9203;59.9227;;
45290.2543;(-32.9640, 3.4968, 80.3546);298.2929;53.8271;60.0311;;
45290.3044;(-32.9640, 3.4968, 80.3546);300.8859;53.5348;59.9526;;
45290.3545;(-32.9640, 3.4968, 80.3546);304.6260;53.0996;60.1066;;
45290.4047;(-32.9640, 3.4968, 80.3546);309.2418;52.8317;60.0289;;
45290.4545;(-32.9640, 3.4968, 80.3546);314.2487;52.4937;60.0927;;
